               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.024349,            0.014245,           0.0028004,             0.92084,             0.83003,             0.91448,             0.57111,            0.032459,            0.010886,           0.0026981,           0.0051234,           0.0051234,           0.0051234
                 160,            0.024402,             0.01393,           0.0027875,             0.89297,             0.86971,             0.91514,             0.57254,            0.032118,             0.01107,           0.0027935,           0.0050765,           0.0050765,           0.0050765
                 161,            0.025117,            0.014342,           0.0029906,             0.94225,             0.81716,             0.91764,             0.56786,            0.032294,            0.010994,           0.0029003,           0.0050296,           0.0050296,           0.0050296
                 162,            0.024941,            0.014587,           0.0026883,             0.93763,             0.83006,              0.9177,             0.57599,            0.031602,            0.010947,           0.0026955,           0.0049828,           0.0049828,           0.0049828
                 163,            0.023898,            0.013965,           0.0027456,             0.90663,             0.83566,             0.91156,              0.5673,            0.032221,            0.011119,            0.003101,            0.004936,            0.004936,            0.004936
                 164,            0.024341,            0.014212,           0.0026771,             0.89114,             0.87726,             0.91917,              0.5646,             0.03214,            0.011139,           0.0032134,           0.0048893,           0.0048893,           0.0048893
                 165,            0.024662,            0.014614,           0.0025966,              0.8937,             0.86283,             0.91758,             0.57138,            0.032051,             0.01084,            0.003481,           0.0048426,           0.0048426,           0.0048426
                 166,            0.024027,            0.014483,           0.0025871,             0.90646,             0.85547,             0.91434,             0.55428,            0.033204,             0.01091,           0.0028271,            0.004796,            0.004796,            0.004796
                 167,             0.02434,            0.013848,           0.0027248,             0.93166,             0.84024,             0.92263,             0.56855,            0.032369,            0.010888,           0.0022424,           0.0047495,           0.0047495,           0.0047495
                 168,            0.023881,            0.013456,           0.0026776,             0.91678,             0.86026,             0.91867,             0.56252,            0.032342,            0.010889,           0.0026227,           0.0047031,           0.0047031,           0.0047031
                 169,             0.02371,            0.013893,            0.002642,             0.91672,             0.86395,             0.91871,              0.5715,            0.031616,            0.010921,           0.0026919,           0.0046568,           0.0046568,           0.0046568
                 170,            0.023736,             0.01362,           0.0025167,             0.90718,             0.86669,             0.91698,             0.58088,            0.031278,            0.010713,           0.0027147,           0.0046105,           0.0046105,           0.0046105
                 171,            0.023184,            0.013568,           0.0028587,              0.9061,             0.85613,             0.90715,              0.5674,            0.032089,            0.010942,           0.0033662,           0.0045644,           0.0045644,           0.0045644
                 172,            0.024025,            0.013915,           0.0026638,             0.92675,             0.83641,             0.91328,             0.56191,            0.032467,            0.010883,           0.0027515,           0.0045184,           0.0045184,           0.0045184
                 173,            0.023881,            0.013912,           0.0027519,             0.92677,             0.84353,             0.91436,              0.5657,            0.032208,            0.010824,           0.0031649,           0.0044724,           0.0044724,           0.0044724
                 174,            0.024063,            0.014136,           0.0026036,             0.90911,             0.84741,             0.91256,             0.56468,            0.032242,            0.010952,           0.0025266,           0.0044266,           0.0044266,           0.0044266
                 175,            0.023474,            0.013486,            0.002598,             0.90668,             0.86046,              0.9136,             0.57245,            0.031669,            0.010908,           0.0032486,           0.0043809,           0.0043809,           0.0043809
                 176,            0.023527,            0.014172,           0.0024854,             0.91072,             0.85563,             0.91917,             0.57165,             0.03174,            0.010975,           0.0032379,           0.0043353,           0.0043353,           0.0043353
                 177,            0.023654,            0.013227,           0.0027926,             0.92391,             0.84405,             0.91626,             0.57264,            0.031793,            0.010962,           0.0032776,           0.0042899,           0.0042899,           0.0042899
                 178,            0.023882,            0.013759,           0.0027122,             0.91833,             0.86634,               0.921,              0.5816,            0.031787,            0.010772,            0.003047,           0.0042445,           0.0042445,           0.0042445
                 179,             0.02365,            0.013597,           0.0024897,             0.94918,             0.84188,             0.91845,              0.5706,            0.031676,            0.010839,           0.0031059,           0.0041994,           0.0041994,           0.0041994
                 180,            0.023352,            0.013557,           0.0025673,             0.93204,             0.85511,             0.91775,             0.56778,            0.031741,            0.010761,           0.0025973,           0.0041543,           0.0041543,           0.0041543
                 181,            0.022924,            0.013392,           0.0026085,             0.95816,             0.82438,             0.92113,             0.57892,            0.031459,            0.010753,           0.0023619,           0.0041094,           0.0041094,           0.0041094
                 182,            0.023368,            0.014433,           0.0026489,             0.94101,             0.84431,             0.92278,             0.57864,            0.031783,            0.010736,           0.0025621,           0.0040647,           0.0040647,           0.0040647
                 183,            0.023816,            0.014064,           0.0025777,             0.91873,             0.85661,             0.91846,             0.57733,            0.031646,            0.010719,            0.002929,           0.0040201,           0.0040201,           0.0040201
                 184,             0.02344,            0.013732,           0.0023913,             0.92875,             0.83423,             0.90961,             0.57266,            0.031761,            0.010722,           0.0028932,           0.0039757,           0.0039757,           0.0039757
                 185,            0.023427,            0.013555,           0.0023633,             0.92642,             0.84308,              0.9182,             0.57557,            0.031463,            0.010689,           0.0027179,           0.0039314,           0.0039314,           0.0039314
                 186,            0.023822,            0.014208,           0.0025493,             0.92257,             0.86339,             0.92794,             0.58084,            0.031406,             0.01074,           0.0028595,           0.0038873,           0.0038873,           0.0038873
                 187,            0.022823,            0.013262,           0.0025975,             0.91693,             0.86172,             0.92097,             0.57358,            0.031717,            0.010816,           0.0030533,           0.0038434,           0.0038434,           0.0038434
                 188,            0.023422,            0.013615,           0.0027262,             0.92984,             0.84986,              0.9212,             0.57889,            0.031589,            0.010756,           0.0031424,           0.0037997,           0.0037997,           0.0037997
                 189,            0.023688,            0.013726,           0.0025887,             0.94044,             0.83509,             0.91781,             0.57185,            0.032258,            0.010839,           0.0028086,           0.0037562,           0.0037562,           0.0037562
                 190,            0.022634,            0.013407,           0.0024659,             0.92717,             0.84346,             0.91532,             0.58389,            0.031691,             0.01074,           0.0031244,           0.0037128,           0.0037128,           0.0037128
                 191,            0.022506,              0.0133,           0.0023051,             0.91492,             0.85789,             0.91989,              0.5809,            0.032055,             0.01067,           0.0032444,           0.0036697,           0.0036697,           0.0036697
                 192,            0.023027,            0.013116,           0.0026447,             0.93534,             0.83889,             0.91576,             0.58198,            0.031871,            0.010685,           0.0033621,           0.0036267,           0.0036267,           0.0036267
                 193,            0.023217,            0.013852,           0.0024981,             0.91572,             0.85171,             0.91783,             0.58812,            0.031155,            0.010737,           0.0031001,            0.003584,            0.003584,            0.003584
                 194,            0.022576,            0.013664,           0.0024929,             0.93583,             0.83633,             0.90648,             0.57137,            0.032196,            0.010768,           0.0037495,           0.0035415,           0.0035415,           0.0035415
                 195,            0.022902,            0.013564,           0.0024036,             0.92366,             0.84137,             0.91459,             0.57378,            0.031655,            0.010755,            0.003863,           0.0034991,           0.0034991,           0.0034991
                 196,            0.023068,            0.013453,           0.0024054,             0.91003,             0.85349,             0.91304,             0.57295,            0.031626,            0.010706,           0.0037171,            0.003457,            0.003457,            0.003457
                 197,            0.023328,              0.0137,            0.002389,             0.94328,             0.82778,             0.91728,             0.57569,            0.031525,             0.01064,           0.0036344,           0.0034152,           0.0034152,           0.0034152
                 198,            0.022428,            0.012884,           0.0022538,             0.93982,              0.8548,             0.92476,             0.58171,            0.031257,            0.010583,           0.0034631,           0.0033735,           0.0033735,           0.0033735
                 199,            0.022332,            0.013291,            0.002336,              0.9317,              0.8362,             0.91592,             0.57412,             0.03207,            0.010611,           0.0036782,           0.0033321,           0.0033321,           0.0033321
                 200,            0.022828,            0.012978,           0.0023267,             0.93617,              0.8575,             0.92541,             0.57694,             0.03197,            0.010605,           0.0033726,           0.0032909,           0.0032909,           0.0032909
                 201,            0.021962,            0.013043,           0.0021072,             0.94501,              0.8433,             0.92283,             0.58389,            0.031598,            0.010542,           0.0033436,             0.00325,             0.00325,             0.00325
                 202,            0.023053,            0.013225,           0.0022801,             0.92585,              0.8504,             0.92394,             0.58437,            0.031643,            0.010676,           0.0032842,           0.0032093,           0.0032093,           0.0032093
                 203,            0.022415,            0.012826,           0.0023608,             0.91532,             0.84909,             0.92365,             0.57987,            0.031503,            0.010614,           0.0034184,           0.0031689,           0.0031689,           0.0031689
                 204,            0.023216,            0.013866,           0.0022618,             0.93149,             0.84515,             0.92229,             0.57913,            0.031654,            0.010637,            0.003343,           0.0031287,           0.0031287,           0.0031287
                 205,            0.022082,            0.012947,           0.0022585,             0.92099,             0.84145,             0.91471,             0.57743,            0.031534,            0.010735,           0.0034152,           0.0030888,           0.0030888,           0.0030888
                 206,            0.022923,            0.013726,             0.00232,             0.93622,              0.8244,             0.90941,             0.57313,            0.031814,            0.010846,           0.0032439,           0.0030491,           0.0030491,           0.0030491
                 207,             0.02215,            0.012692,           0.0023122,             0.94054,             0.82484,             0.91575,             0.57799,            0.031554,            0.010838,           0.0030386,           0.0030097,           0.0030097,           0.0030097
                 208,            0.022019,            0.012981,           0.0023835,             0.92564,             0.83275,             0.91877,              0.5828,            0.031383,            0.010831,           0.0027317,           0.0029706,           0.0029706,           0.0029706
                 209,            0.021953,            0.013417,           0.0022222,             0.93023,             0.82773,             0.91395,             0.57399,            0.031847,            0.010773,           0.0028191,           0.0029318,           0.0029318,           0.0029318
                 210,            0.022195,            0.013234,           0.0024424,             0.95768,             0.82206,             0.92139,              0.5817,            0.031377,            0.010693,           0.0028353,           0.0028932,           0.0028932,           0.0028932
                 211,            0.021772,            0.012353,           0.0022492,             0.91084,             0.84986,             0.90947,             0.57736,            0.031933,            0.010772,           0.0031233,            0.002855,            0.002855,            0.002855
                 212,            0.022227,            0.012963,           0.0023867,             0.97006,             0.80053,              0.9103,             0.57299,            0.032035,            0.010964,           0.0035529,            0.002817,            0.002817,            0.002817
                 213,            0.022278,            0.013137,           0.0022635,             0.90223,             0.85565,             0.91306,             0.57212,            0.032006,            0.010996,           0.0032647,           0.0027793,           0.0027793,           0.0027793
                 214,            0.022045,            0.013121,           0.0024391,             0.92617,             0.84576,             0.91986,             0.58151,            0.031764,            0.010868,           0.0030128,           0.0027419,           0.0027419,           0.0027419
                 215,            0.022159,            0.013094,           0.0022383,             0.92102,             0.84444,             0.91864,             0.58394,            0.031383,            0.010679,           0.0031628,           0.0027048,           0.0027048,           0.0027048
                 216,            0.022243,            0.012973,           0.0022021,             0.94244,             0.82932,             0.92096,             0.58556,            0.031048,             0.01066,           0.0032611,           0.0026681,           0.0026681,           0.0026681
                 217,             0.02252,            0.013336,           0.0023846,             0.96593,             0.81887,             0.92095,               0.585,            0.031174,             0.01073,           0.0031755,           0.0026316,           0.0026316,           0.0026316
                 218,            0.021819,            0.012755,           0.0022813,             0.96275,             0.80456,             0.91815,             0.58855,            0.030839,            0.010833,           0.0032994,           0.0025954,           0.0025954,           0.0025954
                 219,            0.022413,            0.013291,           0.0022374,             0.89639,             0.87545,             0.92131,              0.5837,            0.031145,            0.010927,           0.0031782,           0.0025596,           0.0025596,           0.0025596
                 220,            0.022089,            0.012656,           0.0022635,             0.96023,             0.81466,             0.91593,             0.58309,            0.031354,            0.010995,           0.0032356,           0.0025241,           0.0025241,           0.0025241
                 221,            0.022338,            0.013213,            0.002299,             0.95383,             0.81335,             0.91976,             0.58828,            0.030957,            0.010876,           0.0034475,           0.0024889,           0.0024889,           0.0024889
                 222,            0.022113,             0.01306,           0.0021128,             0.92506,             0.84122,             0.91917,             0.58504,            0.031274,            0.010865,           0.0032652,           0.0024541,           0.0024541,           0.0024541
                 223,            0.022333,            0.012941,           0.0022215,             0.92991,             0.84467,             0.91875,              0.5821,             0.03151,            0.010986,           0.0030555,           0.0024195,           0.0024195,           0.0024195
                 224,            0.021929,            0.012941,           0.0020953,             0.93251,             0.84032,             0.91996,             0.58477,            0.031265,             0.01087,           0.0031544,           0.0023854,           0.0023854,           0.0023854
                 225,            0.021445,            0.012352,           0.0021398,             0.89793,             0.86461,             0.92027,             0.58582,            0.031288,            0.010864,            0.003282,           0.0023515,           0.0023515,           0.0023515
                 226,            0.021495,            0.012897,           0.0021254,             0.95171,             0.82572,             0.91959,             0.58348,            0.031225,            0.010857,           0.0030264,            0.002318,            0.002318,            0.002318
                 227,            0.022753,            0.012989,           0.0022231,             0.94553,             0.82891,             0.91853,             0.58571,            0.031227,            0.010811,           0.0029854,           0.0022849,           0.0022849,           0.0022849
                 228,            0.021725,            0.012798,           0.0022648,             0.94025,             0.84125,             0.91774,             0.58892,             0.03125,            0.010831,           0.0029033,           0.0022521,           0.0022521,           0.0022521
                 229,            0.021843,            0.013013,           0.0020887,             0.94009,             0.84122,             0.91858,             0.58458,            0.031378,            0.010837,           0.0030426,           0.0022196,           0.0022196,           0.0022196
                 230,            0.021955,            0.012506,           0.0019749,             0.93925,             0.84249,             0.92045,             0.58106,            0.031521,            0.010942,           0.0030087,           0.0021876,           0.0021876,           0.0021876
                 231,            0.022237,            0.013372,           0.0020961,              0.9357,             0.84608,             0.91851,             0.57906,            0.031559,             0.01103,           0.0028824,           0.0021558,           0.0021558,           0.0021558
                 232,            0.021804,            0.012696,           0.0021863,              0.9411,             0.84514,             0.91643,             0.58227,            0.031342,            0.010956,           0.0028906,           0.0021245,           0.0021245,           0.0021245
                 233,             0.02115,            0.012778,           0.0020544,             0.95841,             0.83389,             0.92306,             0.58947,            0.031223,              0.0109,           0.0029418,           0.0020935,           0.0020935,           0.0020935
                 234,            0.021056,            0.012727,           0.0019418,             0.95749,             0.82556,             0.92033,             0.58589,            0.031299,            0.010891,           0.0029089,           0.0020629,           0.0020629,           0.0020629
                 235,            0.021668,            0.012673,           0.0021486,             0.94151,             0.84569,             0.92208,              0.5889,            0.031417,            0.010971,           0.0030201,           0.0020327,           0.0020327,           0.0020327
                 236,            0.021229,            0.012774,           0.0020482,              0.9291,             0.85148,             0.92011,             0.58322,            0.031582,            0.010996,           0.0028928,           0.0020028,           0.0020028,           0.0020028
                 237,            0.021067,            0.012453,           0.0020968,             0.93316,              0.8433,              0.9162,             0.58467,            0.031445,            0.010929,           0.0030439,           0.0019734,           0.0019734,           0.0019734
                 238,             0.02184,            0.013133,            0.002162,             0.94215,             0.83859,             0.91766,             0.58777,            0.031235,            0.010842,           0.0028994,           0.0019443,           0.0019443,           0.0019443
                 239,            0.021471,            0.012375,           0.0023308,             0.92038,             0.85863,             0.91907,             0.59082,            0.031138,             0.01082,           0.0027828,           0.0019156,           0.0019156,           0.0019156
                 240,            0.021824,             0.01271,           0.0020738,             0.93089,             0.84778,              0.9194,             0.58596,            0.031428,            0.010814,           0.0028166,           0.0018873,           0.0018873,           0.0018873
                 241,            0.021192,            0.012446,           0.0021092,              0.9266,             0.84515,             0.91338,             0.57887,            0.031442,            0.010871,           0.0028598,           0.0018594,           0.0018594,           0.0018594
                 242,            0.021667,            0.013057,           0.0021818,             0.91225,              0.8627,             0.91456,             0.58226,            0.031627,            0.010901,           0.0031158,           0.0018319,           0.0018319,           0.0018319
                 243,            0.021101,            0.012655,           0.0021274,             0.91523,             0.86013,             0.91592,             0.58166,            0.031614,            0.010912,           0.0031454,           0.0018048,           0.0018048,           0.0018048
                 244,            0.021165,            0.012197,           0.0021594,             0.91769,              0.8575,             0.91506,             0.58185,            0.031511,            0.010992,            0.003222,           0.0017781,           0.0017781,           0.0017781
                 245,              0.0214,             0.01265,            0.002163,              0.9227,             0.84606,             0.91615,             0.58106,            0.031676,             0.01102,           0.0030426,           0.0017519,           0.0017519,           0.0017519
                 246,            0.021738,             0.01264,           0.0023126,             0.92101,             0.84282,             0.91458,             0.57905,            0.031586,             0.01107,           0.0029669,            0.001726,            0.001726,            0.001726
                 247,            0.021288,            0.012585,           0.0021071,             0.93176,             0.85541,             0.92408,             0.58533,            0.031427,             0.01109,           0.0029377,           0.0017005,           0.0017005,           0.0017005
                 248,            0.020924,            0.012534,            0.002032,             0.94209,             0.84241,             0.91697,             0.58591,            0.031428,            0.011148,           0.0027444,           0.0016755,           0.0016755,           0.0016755
                 249,            0.020787,            0.012256,           0.0022313,             0.94145,             0.84271,             0.91678,              0.5854,            0.031199,            0.011084,           0.0027569,           0.0016509,           0.0016509,           0.0016509
                 250,            0.021639,            0.012733,           0.0019782,             0.91765,             0.86329,             0.92226,             0.58546,             0.03117,            0.011027,           0.0027107,           0.0016267,           0.0016267,           0.0016267
                 251,            0.020647,            0.012336,           0.0018741,             0.91487,             0.86013,             0.91874,             0.58264,            0.031228,            0.010992,           0.0027379,           0.0016029,           0.0016029,           0.0016029
                 252,            0.021352,            0.012559,           0.0019448,             0.91374,             0.84928,             0.90732,             0.57956,            0.031393,            0.010931,           0.0028143,           0.0015795,           0.0015795,           0.0015795
                 253,            0.021414,            0.012636,           0.0018543,             0.91533,             0.85303,             0.91453,             0.58202,            0.031242,            0.010929,           0.0029108,           0.0015566,           0.0015566,           0.0015566
                 254,            0.021319,            0.012551,           0.0022487,             0.89997,             0.86528,             0.91312,             0.58149,            0.031125,            0.010995,           0.0030309,           0.0015341,           0.0015341,           0.0015341
                 255,             0.02157,            0.012763,           0.0020876,             0.92152,             0.86891,             0.92203,             0.58526,             0.03103,            0.010946,            0.003175,           0.0015121,           0.0015121,           0.0015121
                 256,            0.020939,            0.012335,           0.0019851,             0.91982,             0.86332,             0.92199,             0.58373,            0.031184,            0.010971,           0.0031188,           0.0014905,           0.0014905,           0.0014905
                 257,            0.021007,            0.012786,           0.0022208,             0.92722,             0.85936,             0.91989,             0.58537,            0.030991,            0.010942,           0.0030684,           0.0014693,           0.0014693,           0.0014693
                 258,            0.020994,            0.012073,           0.0021723,             0.92585,             0.85745,             0.91501,               0.583,            0.031391,             0.01101,           0.0029441,           0.0014486,           0.0014486,           0.0014486
                 259,            0.021034,            0.012391,           0.0022156,             0.94445,             0.85066,             0.91866,              0.5837,            0.031404,            0.010952,           0.0028405,           0.0014283,           0.0014283,           0.0014283
                 260,            0.021062,            0.012579,           0.0019068,             0.94545,             0.84894,             0.91593,              0.5848,            0.031309,            0.010891,           0.0028395,           0.0014084,           0.0014084,           0.0014084
                 261,             0.02056,            0.012349,           0.0019976,             0.94751,             0.83724,             0.91551,             0.58138,            0.031459,             0.01097,           0.0028865,            0.001389,            0.001389,            0.001389
                 262,            0.020788,            0.012003,           0.0021701,             0.92534,             0.86723,              0.9211,             0.58478,            0.031126,            0.011001,           0.0027544,           0.0013701,           0.0013701,           0.0013701
                 263,            0.020488,            0.012087,           0.0021539,             0.92251,             0.86854,               0.921,             0.58388,            0.031263,            0.010993,           0.0026824,           0.0013516,           0.0013516,           0.0013516
                 264,            0.020763,            0.012641,           0.0020743,             0.92311,              0.8684,             0.92056,             0.58759,            0.031128,            0.010992,           0.0026306,           0.0013336,           0.0013336,           0.0013336
                 265,            0.020854,            0.011972,           0.0022422,             0.93175,             0.86842,              0.9275,             0.58618,            0.030969,            0.011009,           0.0025617,            0.001316,            0.001316,            0.001316
                 266,            0.021085,            0.012338,           0.0020527,              0.9333,             0.86813,             0.92826,             0.58697,            0.030939,            0.011005,           0.0025789,           0.0012989,           0.0012989,           0.0012989
                 267,            0.020966,            0.012109,           0.0019124,             0.92105,             0.87291,             0.92917,               0.588,            0.031035,             0.01103,           0.0025373,           0.0012822,           0.0012822,           0.0012822
                 268,             0.02085,            0.012395,           0.0019612,             0.92397,             0.87617,             0.92892,             0.58677,            0.031163,             0.01102,           0.0025582,            0.001266,            0.001266,            0.001266
                 269,            0.020673,            0.012221,           0.0019115,             0.93488,             0.86897,             0.92863,              0.5843,             0.03126,            0.011029,            0.002626,           0.0012503,           0.0012503,           0.0012503
                 270,            0.020745,            0.012069,            0.001826,             0.93053,             0.86774,              0.9281,             0.58448,            0.031254,            0.011004,           0.0027395,            0.001235,            0.001235,            0.001235
                 271,            0.020842,            0.011884,           0.0018451,              0.9368,              0.8567,             0.92561,             0.58536,            0.031189,            0.011019,           0.0027891,           0.0012202,           0.0012202,           0.0012202
                 272,            0.020769,            0.012547,           0.0020808,             0.93317,               0.847,             0.92283,             0.58377,            0.031335,            0.011001,           0.0028579,           0.0012059,           0.0012059,           0.0012059
                 273,            0.020434,            0.012236,           0.0019711,             0.92221,             0.86514,             0.92428,             0.58054,              0.0314,            0.010995,           0.0028225,           0.0011921,           0.0011921,           0.0011921
                 274,            0.020861,            0.011761,           0.0021099,             0.92236,             0.87216,             0.92486,             0.58294,            0.031316,            0.010997,           0.0027398,           0.0011787,           0.0011787,           0.0011787
                 275,            0.020506,            0.012383,           0.0020681,             0.91522,              0.8775,             0.92531,             0.58609,            0.031177,            0.010961,           0.0027298,           0.0011658,           0.0011658,           0.0011658
                 276,            0.021096,            0.012585,           0.0020123,             0.90702,             0.87246,             0.91987,             0.58634,            0.031038,            0.010918,           0.0027557,           0.0011533,           0.0011533,           0.0011533
                 277,            0.020425,            0.012284,           0.0017157,             0.93299,             0.84636,             0.92031,               0.589,            0.030897,            0.010914,           0.0028177,           0.0011414,           0.0011414,           0.0011414
                 278,            0.020763,             0.01217,            0.001875,             0.93135,             0.85037,             0.92057,                0.59,            0.030958,            0.010937,           0.0027658,           0.0011299,           0.0011299,           0.0011299
                 279,            0.020184,            0.012081,           0.0016561,             0.89705,             0.86945,             0.91805,             0.58904,            0.031142,            0.010952,           0.0028609,           0.0011189,           0.0011189,           0.0011189
                 280,             0.02108,            0.012467,           0.0017516,             0.90684,             0.86398,             0.91874,             0.58536,            0.031231,            0.010968,           0.0028919,           0.0011084,           0.0011084,           0.0011084
                 281,            0.020687,            0.012224,           0.0016841,             0.89817,             0.87001,             0.91806,             0.58743,            0.031166,            0.010967,           0.0029333,           0.0010983,           0.0010983,           0.0010983
                 282,            0.020474,            0.012096,           0.0019346,             0.91675,             0.85434,              0.9195,             0.59059,            0.031116,            0.010942,           0.0028925,           0.0010888,           0.0010888,           0.0010888
                 283,            0.020423,            0.012042,           0.0021044,             0.92217,             0.84496,             0.91614,             0.58757,            0.031202,            0.010981,           0.0029189,           0.0010797,           0.0010797,           0.0010797
                 284,            0.020294,            0.011912,            0.002021,             0.92005,               0.853,             0.91807,             0.58808,            0.031256,            0.011002,           0.0029647,           0.0010711,           0.0010711,           0.0010711
                 285,            0.020168,             0.01211,           0.0021173,             0.90766,             0.85476,             0.91892,               0.589,            0.031326,            0.011013,           0.0029712,            0.001063,            0.001063,            0.001063
                 286,            0.020542,            0.012538,            0.001936,             0.90091,             0.85443,             0.91645,             0.58274,            0.031338,            0.011014,           0.0029844,           0.0010554,           0.0010554,           0.0010554
                 287,            0.020366,            0.011845,           0.0019638,             0.89852,             0.85434,             0.91713,             0.58421,            0.031417,            0.011066,           0.0030152,           0.0010483,           0.0010483,           0.0010483
                 288,            0.020767,            0.012463,           0.0019877,             0.88833,              0.8658,             0.91737,             0.58469,            0.031407,            0.011083,           0.0030914,           0.0010416,           0.0010416,           0.0010416
                 289,            0.020645,            0.012109,           0.0018224,             0.88531,             0.86407,             0.91613,             0.58526,            0.031472,            0.011094,           0.0030702,           0.0010355,           0.0010355,           0.0010355
                 290,            0.020563,            0.012031,            0.001777,             0.91407,             0.84194,              0.9144,              0.5838,             0.03162,            0.011126,           0.0030159,           0.0010298,           0.0010298,           0.0010298
                 291,            0.020591,            0.012194,           0.0020492,              0.8882,             0.86269,             0.91477,             0.58395,            0.031566,            0.011125,           0.0029853,           0.0010247,           0.0010247,           0.0010247
                 292,            0.019991,            0.011949,           0.0018636,             0.88848,             0.86476,             0.91484,             0.58684,            0.031399,            0.011103,           0.0029516,             0.00102,             0.00102,             0.00102
                 293,            0.020578,            0.012348,           0.0017327,             0.88454,             0.85542,             0.90583,             0.58374,            0.031483,            0.011088,           0.0029455,           0.0010158,           0.0010158,           0.0010158
                 294,            0.020504,            0.012032,           0.0018289,             0.88506,             0.85951,             0.91069,             0.58307,            0.031475,            0.011058,           0.0028767,           0.0010121,           0.0010121,           0.0010121
                 295,            0.020145,            0.011494,           0.0019468,             0.88318,             0.85456,             0.90481,             0.58162,            0.031479,            0.011042,           0.0028652,           0.0010089,           0.0010089,           0.0010089
                 296,            0.019783,            0.011488,           0.0019319,             0.89346,              0.8515,             0.90532,             0.58279,            0.031428,            0.011008,           0.0030023,           0.0010062,           0.0010062,           0.0010062
                 297,            0.020126,            0.012007,           0.0021027,             0.91027,              0.8381,             0.90912,             0.58266,            0.031523,            0.011017,            0.003059,           0.0010039,           0.0010039,           0.0010039
                 298,            0.020553,            0.012495,           0.0015988,              0.8877,             0.85973,             0.91119,             0.58205,            0.031474,            0.011028,           0.0030338,           0.0010022,           0.0010022,           0.0010022
                 299,             0.02095,            0.012284,           0.0018003,             0.93838,             0.81435,             0.90709,             0.57889,            0.031426,             0.01107,           0.0029876,            0.001001,            0.001001,            0.001001
